"site_id","landcover_nat_pct","landcover_dev_pct","landcover_ag_pct","landcover_water_pct"
"01_BLKE_0d1",52.4528477190374,9.23766607823098,38.1561832202917,0.15330298243984
"01_BUFC_37_8",62.5087351502446,2.88454072521158,34.5446075005823,0.0621166239614877
"01_FISN_2d4",65.2798686191323,4.55727384699603,30.1628575338716,NA
"01_GILL_0d3",26.9643623872907,52.918276799771,16.3847144697295,3.73264634320882
"01_GOTC_0d2",37.7171643649319,47.1584270308579,14.2011607638822,0.923247840327925
"01_LSIS_2d0",64.9924055936731,12.1353375582674,22.6156182894254,0.256638558634054
"01_MURD_20d0",42.2138502462803,4.40249971362751,53.1138235181815,0.269826521910677
"01_PION_0d9",40.9221902017291,29.0585975024015,30.0192122958694,NA
"01_PLUT_N_T4_1d0_updated",41.8802498384665,21.6454878311437,36.3773422356235,0.0969200947663149
"01_STYB_T5_0d3",48.0230050323508,3.35490055116223,48.6220944164869,NA
"01_TONA_103d5",43.8555813183173,3.40068455338412,51.750027602959,0.993706525339516
"01_VBUR_0_4",47.3578674215617,7.4899740504836,43.8900684123614,1.2620901155933
"02_BLBA_0_4",42.4815585398146,22.1108379042935,35.161717420087,0.245886135804804
"02_CASS_25_6",70.4831207110947,3.41679587753368,25.1989335625867,0.901149848784906
"02_CASS_33_3",60.0241886716388,5.58556742592219,32.007659746019,2.38258415642008
"02_RAWS_0_8",77.2955076997844,1.69182638277192,20.6998147191933,0.312851198250463
"02_WANG_W_0_1",53.9195062721381,3.38277830195975,42.5438121606781,0.153903265224049
"03_BEAG_1d8",39.2607827239109,4.1509284711373,56.5606027646489,0.0276860403029644
"03_BEEK_4_5",45.7723163122374,5.74939513561696,48.4782885521457,NA
"03_CHMO_8d6",44.5713236644024,5.61042775839912,49.3133835138608,0.504865063337617
"03_EMIL_E_T6_0d4",31.3953488372093,7.23514211886305,61.3695090439276,NA
"03_FOMI_5d5",41.8515530455829,49.9798305768455,6.26260588947156,1.90601048810004
"03_FOMI_S_0d1",51.2148669706239,38.5121486697062,8.65700929185664,1.61597506781324
"03_GUFF_1d8",39.1154188948307,3.31996434937611,57.4866310160428,0.0779857397504456
"03_HRTB_2d2",27.6710796196159,4.48132264279943,65.8835229038473,1.96407483373734
"03_JEDO_T3_0d4",17.1957671957672,3.43915343915344,78.3068783068783,1.05820105820106
"03_JOHN_13d7",36.4182025623565,6.19574383649983,57.1619263221029,0.224127279040717
"03_LSAM_N_7d9",94.4753187316116,0.37593984962406,1.72237659365806,3.42636482510624
"03_MIDL_2d4",28.4602688045272,3.86701249705258,67.6727186984202,NA
"03_SAND_T21_4d0",94.5520183787332,0.525106662290778,3.80702330160814,1.1158516573679
"03_TELV_12d8",49.1469455145845,5.99889928453495,44.0286186020914,0.825536598789213
"03_YANT_T1c_0d2",33.8132198297446,2.8042063094642,63.3825738607912,NA
"04_BLAK_N_T1_1_1",54.2450583472255,2.60180995475113,43.1531316980233,NA
"04_BLAK_T16_0_8",39.7279939554212,2.43294295428787,57.8390630902909,NA
"04_BLAK_T7_3d0",38.7188323535374,51.7534968578958,9.00060814919927,0.527062639367525
"04_BLCE_5_2",77.0808296786478,1.86974232516036,20.4423079924461,0.607120003745728
"04_JCOX_4d6",18.7036464771323,7.43974042027194,73.8566131025958,NA
"04_JCOX_S_3_7",23.5507246376812,12.5,63.9492753623188,NA
"04_MCMI_S_5_0",67.2939193933436,4.79801526002902,27.3744324299022,0.533632916725179
"04_OATK_46d2",42.0258016266243,5.78333043977617,52.0907063395612,0.100161594038382
"04_SPRG_10d1",16.9945014454963,5.1357632787257,77.869735275778,NA
"04_WCONI_0_6",64.143082536239,4.69874765802189,30.9782072773888,0.179962528350261
"04_WDIT_0_1",43.5497960393977,5.55862765369173,50.8611224645173,0.0304538423933514
"04_WMRSG_0_2",61.4338444065872,1.65247018739353,36.9136854060193,NA
"05_CAMB_11d2",53.968253968254,1.62800162800163,43.956043956044,0.447700447700448
"05_CBRO_1_8",17.8124612907222,74.9783228044098,7.13489409141583,0.0743218134522482
"05_STEO_35_7",63.9162045299381,6.07924397225982,29.7344560361245,0.270095461677586
"05_WINI_T2_1d2",83.5477707006369,7.94904458598726,8.5031847133758,NA
"06_FABS_5d0",35.4523227383863,6.00874268355931,57.4572127139364,1.08172186411795
"06_FLYS_0d7",42.6509545994336,3.0282269114826,53.8183977345391,0.502420754544624
"06_MADB_0d1",66.7940658788031,3.20341966306261,29.7661553935127,0.236359064621574
"06_NING_7d7",88.7317719840919,0.980998674326116,10.0309323906319,0.256296950950066
"07_BLDY_0_1",10.738720872583,87.4665344571145,1.79474467030243,NA
"07_BUTL_3d5",42.6447909527073,3.19568197395476,54.0738519533927,0.0856751199451679
"07_CANA_32_8",48.3109665427509,7.09925650557621,35.6228624535316,8.96691449814126
"07_COWA_T10_0_9",37.2404554588078,37.3074346952445,25.4521098459478,NA
"07_GEDD_1_4",33.7187216120241,45.8832273515567,20.3650177553886,0.0330332810306384
"07_HARB_0_5",32.6882092045389,49.3692759633662,17.6401128967225,0.302401935372386
