metric,disturbance,barbour,de_thresh,de,bde_thresh,bde
shannon_ttaxa_toe,decrease,3,1.6748770690136523,90,1.3977281865898394,86.88172043010752
rich_ttaxa_toe,decrease,3,5,86.66666666666667,3.48,85.21505376344086
rich_ttaxa,decrease,3,30,83.33333333333334,29.78,80.3763440860215
rich_ttaxa_intol_facul,decrease,3,17.5,80,16.8,80.26881720430109
dom_5_ttaxa,increase,3,68.66993818112294,76.66666666666667,68.35082735291641,75.43010752688173
pct_gatherer,increase,2,56.083037549037925,66.66666666666666,53.63116645492087,68.81720430107526
