site_id,SITE_SCORE,rich_ttaxa_coe,rich_ttaxa_insecta,pct_gatherer,rich_genus,shannon_ttaxa_shredder,condition_class
10-LGLN-0.5,10,1.671564056094171,1.6187778227438285,1.5569495031251408,1.119041487313442,0.25524071738384074,2
10-LSAR_T10-0.3,3.5010284946438865,-0.43988527791951865,-0.17986420252709207,0.14051890822429067,-0.8431134493457441,-0.17662748378804966,1
10-MILC-6.3,10,3.079196945436631,2.518098835379289,0.5676963892261343,2.713292373349031,1.5681063766092767,1
10-NSAR_T7-0.8,8.086439305820171,0.4985366483087878,0.8093889113719143,1.264670174018616,0.015329335442649892,0.4985142366782025,1
10-PUTM_T5-0.3,10,2.3753805007654005,1.8885741265344667,1.039839920859751,1.6095802214782386,-0.17662748378804966,1
10-ROUT-1.3,4.6739241058625565,1.2023530929800177,-0.4496605063177302,1.3096362246503892,-1.0883828164281424,-1.3000218890219781,2
10-TRAE-4.5,10,1.2023530929800177,1.7986420252709208,1.7143306803363463,1.3643108543958404,0.509291575333872,1
10-TWOB-3.6,8.811015850329014,0.7331421298658645,0.4496605063177302,1.9616439588110979,0.26059870252504813,0.4059705528092726,1
10-URIL-0.4,9.127467736927127,1.4369585745370943,0.8093889113719143,1.3321192499662757,0.5058680696074465,0.04313293144439542,2
11-GORN-6.0,5.195340209137198,-0.43988527791951865,0.08993210126354603,-1.0960474841494674,0.6285027531486456,1.0128381167939924,1
11-MOSE-12.8,7.777934548570207,0.9677476114229411,0,1.2871531993345025,0.13796401898384902,0.3850697188289146,2
11-ROWL-0.5,10,0.7331421298658645,0.8993210126354604,1.3321192499662757,1.3643108543958404,0.7136415191198119,2
11-SRUN-3.8,0,-1.1437017225907484,-1.0791852151625525,-1.311620021001791,-1.3336521835105406,-1.3000218890219781,3
11-TEET-0.8,8.873847380499448,0.9677476114229411,0.8993210126354604,1.3321192499662757,0.3832333860662473,0.2914261204085249,1
11-TOMH-12.2,0.23357103883132613,-0.43988527791951865,-0.7194568101083683,-1.0960474841494674,-1.2110174999693415,-1.3000218890219781,3
12-ALPL_T11-2.1,9.155797424154478,1.9061695376512475,0.6295247088448223,-0.12927739556634743,1.3643108543958404,0.3850697188289146,2
12-BARK-0.6,7.173243692425055,1.4369585745370943,0.8093889113719143,0.2304510094878367,0.13796401898384902,-0.44151882195563885,3
13-BASC_T17-2.4,5.825153376938486,-0.43988527791951865,0.5395926075812763,0.11803588290840417,0.3832333860662473,0.224176778302077,1
13-BLKH-8.2,6.439741026607391,0.9677476114229411,0.2697963037906381,0.4552812626467018,0.015329335442649892,-0.26841348669554055,2
13-BLKK-1.1,2.8774087911035338,0.7331421298658645,-0.35972840505418413,-1.1634965600971268,-0.5978440822633457,-0.7346642913476743,2
13-EBCR-16.3,8.051849633651852,0.9677476114229411,0.8993210126354604,0.4777642879625883,0.26059870252504813,0.44641801910581275,1
13-FISH-16.3,0.9246500646806437,-0.20527979636244204,-1.0791852151625525,0.0880585158205556,-1.5789215505929388,-1.3000218890219781,2
13-NOST-0.3,8.911147681692855,0.9677476114229411,1.1691173164260984,-0.7588021044111697,1.8548495885606369,0.6782352696943476,2
13-QKER-0.9,3.513537329295904,-0.6744907594765953,-0.7194568101083683,1.779677027297628,-1.4562868670517397,-0.4159052613650208,2
13-QKER-1.0,4.073926581888156,-0.43988527791951865,-0.2697963037906381,-0.24169252214577996,-0.22994003163974838,0.25524071738384074,2
13-RHIN-4.3,0,-0.43988527791951865,-0.9892531138990064,-1.433292863887765,-1.5789215505929388,-1.3000218890219781,2
13-RIOG-0.7,1.8969932004118712,-0.43988527791951865,-1.0791852151625525,0.4777642879625883,-1.701556234134138,-0.360144360334508,2
13-SPRO-9.2,3.2335564506190866,-0.43988527791951865,-0.2697963037906381,-0.6810431328766667,-0.10730534809854925,-0.26841348669554055,2
13-WALK_T25-1.5,3.516681138404011,0.029325685194634576,-0.35972840505418413,-0.28665857277755297,-0.5978440822633457,-0.26841348669554055,2
