"site_id","sample_date","sys_sample_code","sample_source","sample_matrix_code","dec_sample_type_cde","lab_sample_type_cde","sample_type_code_combined","chemical_name","fraction","result_value","result_unit","lab_qualifiers","interpreted_qualifiers","validator_qualifiers","validator_qual_expln","validator_qualifiers_equis","method_detection_limit","reporting_detection_limit","quantitation_limit","detection_limit_unit","event_id"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",0.718,"mg/l","0","","R","Precision error","",7e-04,NA,0.002,"mg/l","17-SANT-1.7_2018-09-12"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","nitrogen, nitrite","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",0.007,0.007,0.01,"mg/l","17-SANT-1.7_2018-09-12"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","nitrogen","TOTAL",1.2,"mg/l","0","","A","","",NA,NA,0.1,"mg/l","17-SANT-1.7_2018-09-12"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","nitrogen, kjeldahl, total","TOTAL",0.48,"mg/l","0","","A","","",0.08,NA,0.1,"mg/l","17-SANT-1.7_2018-09-12"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","phosphorus, total (as p)","TOTAL",0.0227,"mg/l","0","","A","","",0.002,NA,0.005,"mg/l","17-SANT-1.7_2018-09-12"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","turbidity","TOTAL",5.62,"ntu","0","","T","","",0.06,NA,0.1,"ntu","17-SANT-1.7_2018-09-12"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","aluminum","TOTAL",39.9,"ug/l","N","","R","lab error","",2.3,NA,10,"ug/l","17-SANT-1.7_2018-09-12"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","arsenic","TOTAL",0.83,"ug/l","J","","R","estimated value due to lab error ; Precision error","",0.39,NA,1,"ug/l","17-SANT-1.7_2018-09-12"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","cadmium","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.064,0.064,1,"ug/l","17-SANT-1.7_2018-09-12"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","copper","TOTAL",1.9,"ug/l","0","","A","","",0.66,NA,1,"ug/l","17-SANT-1.7_2018-09-12"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","lead","TOTAL",0.69,"ug/l","J","","J","estimated value due to lab error","",0.067,NA,1,"ug/l","17-SANT-1.7_2018-09-12"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","calcium","TOTAL",24600,"ug/l","0","","A","","",110,NA,1000,"ug/l","17-SANT-1.7_2018-09-12"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","nickel","TOTAL",1,"ug/l","0","","A","","",0.26,NA,1,"ug/l","17-SANT-1.7_2018-09-12"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","silver","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.039,0.039,1,"ug/l","17-SANT-1.7_2018-09-12"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","iron","TOTAL",1050,"ug/l","0","","A","","",13,NA,100,"ug/l","17-SANT-1.7_2018-09-12"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","zinc","TOTAL",10.6,"ug/l","0","","A","","",2.5,NA,5,"ug/l","17-SANT-1.7_2018-09-12"
"17-SANT-1.7","2018-09-12","17-SANT-1.7-09122018-WS","field","WS","N","N","","magnesium","TOTAL",4160,"ug/l","0","","A","","",29,NA,1000,"ug/l","17-SANT-1.7_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","alkalinity, total (as caco3)","TOTAL",28.4,"mg/l","0","","A","","",1,NA,2,"mg/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",0.092,"mg/l","0","","A","","",8e-04,NA,0.005,"mg/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","chloride (as cl)","TOTAL",155,"mg/l","0","","A","","",0.5,NA,8,"mg/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","hardness (as caco3)","TOTAL",48.3,"mg/l","0","","A","","",NA,NA,6.62,"mg/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","nitrogen, nitrate (as n)","TOTAL",0.902,"mg/l","0","","A","","",NA,NA,0.01,"mg/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",0.912,"mg/l","0","","R","Precision error","",7e-04,NA,0.002,"mg/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","nitrogen, nitrite","TOTAL",0.011,"mg/l","0","","A","","",0.007,NA,0.01,"mg/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","nitrogen","TOTAL",1.35,"mg/l","0","","A","","",NA,NA,0.1,"mg/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","nitrogen, kjeldahl, total","TOTAL",0.44,"mg/l","0","","A","","",0.08,NA,0.1,"mg/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","phosphorus, total (as p)","TOTAL",0.0246,"mg/l","0","","A","","",0.002,NA,0.005,"mg/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","turbidity","TOTAL",4.88,"ntu","0","","A","","",0.06,NA,0.1,"ntu","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","aluminum","TOTAL",108,"ug/l","N","","R","lab error","",2.3,NA,10,"ug/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","arsenic","TOTAL",0.92,"ug/l","J","","R","estimated value due to lab error ; Precision error","",0.39,NA,1,"ug/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","cadmium","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.064,0.064,1,"ug/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","copper","TOTAL",4.7,"ug/l","0","","A","","",0.66,NA,1,"ug/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","lead","TOTAL",1.7,"ug/l","0","","A","","",0.067,NA,1,"ug/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","calcium","TOTAL",14100,"ug/l","0","","A","","",110,NA,1000,"ug/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","nickel","TOTAL",1.5,"ug/l","0","","A","","",0.26,NA,1,"ug/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","silver","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.039,0.039,1,"ug/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","iron","TOTAL",651,"ug/l","0","","A","","",13,NA,100,"ug/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","zinc","TOTAL",11.1,"ug/l","0","","A","","",2.5,NA,5,"ug/l","17-EMED-0.4_2018-09-12"
"17-EMED-0.4","2018-09-12","17-EMED-0.4-09122018-WS","field","WS","N","N","","magnesium","TOTAL",3160,"ug/l","0","","A","","",29,NA,1000,"ug/l","17-EMED-0.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","alkalinity, total (as caco3)","TOTAL",6,"mg/l","0","","A","","",1,NA,2,"mg/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",0.0142,"mg/l","0","","A","","",8e-04,NA,0.005,"mg/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","chloride (as cl)","TOTAL",10.4,"mg/l","0","","A","","",0.2,NA,2,"mg/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","hardness (as caco3)","TOTAL",7.9,"mg/l","0","","A","","",NA,NA,6.62,"mg/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","nitrogen, nitrate (as n)","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",NA,0.01,0.01,"mg/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",0.0043,"mg/l","0","","A","","",7e-04,NA,0.002,"mg/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","nitrogen, nitrite","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",0.007,0.007,0.01,"mg/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","nitrogen","TOTAL",0.55,"mg/l","0","","T","","",NA,NA,0.1,"mg/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","nitrogen, kjeldahl, total","TOTAL",0.55,"mg/l","0","","T","","",0.08,NA,0.1,"mg/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","phosphorus, total (as p)","TOTAL",0.0151,"mg/l","0","","A","","",0.002,NA,0.005,"mg/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","turbidity","TOTAL",78,"ntu","0","","A","","",0.06,NA,0.1,"ntu","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","aluminum","TOTAL",109,"ug/l","0","","A","","",2.3,NA,10,"ug/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","arsenic","TOTAL",0.9,"ug/l","J","","J","estimated value due to lab error","",0.39,NA,1,"ug/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","cadmium","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.064,0.064,1,"ug/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","copper","TOTAL",NA,"ug/l","U","","R","Analyte was analyzed for but not detected ; Precision error","",0.66,0.66,1,"ug/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","lead","TOTAL",2.6,"ug/l","0","","A","","",0.067,NA,1,"ug/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","calcium","TOTAL",1730,"ug/l","0","","A","","",110,NA,1000,"ug/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","nickel","TOTAL",0.52,"ug/l","J","","J","estimated value due to lab error","",0.26,NA,1,"ug/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","silver","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.039,0.039,1,"ug/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","iron","TOTAL",2980,"ug/l","0","","A","","",13,NA,100,"ug/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","zinc","TOTAL",4.1,"ug/l","J","","J","estimated value due to lab error","",2.5,NA,5,"ug/l","17-PECN-12.4_2018-09-12"
"17-PECN-12.4","2018-09-12","17-PECN-12.4-09122018-WS","field","WS","N","N","","magnesium","TOTAL",881,"ug/l","J","","J","estimated value due to lab error","",29,NA,1000,"ug/l","17-PECN-12.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","alkalinity, total (as caco3)","TOTAL",16,"mg/l","0","","A","","",1,NA,2,"mg/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",0.0994,"mg/l","0","","A","","",8e-04,NA,0.005,"mg/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","chloride (as cl)","TOTAL",25,"mg/l","0","","A","","",0.2,NA,2,"mg/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","hardness (as caco3)","TOTAL",30.5,"mg/l","0","","A","","",NA,NA,6.62,"mg/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","nitrogen, nitrate (as n)","TOTAL",0.038,"mg/l","0","","A","","",NA,NA,0.01,"mg/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",0.0378,"mg/l","0","","A","","",7e-04,NA,0.002,"mg/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","nitrogen, nitrite","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",0.007,0.007,0.01,"mg/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","nitrogen","TOTAL",5.08,"mg/l","0","","A","","",NA,NA,0.1,"mg/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","nitrogen, kjeldahl, total","TOTAL",5.04,"mg/l","0","","A","","",0.08,NA,0.1,"mg/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","phosphorus, total (as p)","TOTAL",0.53,"mg/l","0","","A","","",0.04,NA,0.1,"mg/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","turbidity","TOTAL",90.3,"ntu","0","","A","","",0.06,NA,0.1,"ntu","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","aluminum","TOTAL",968,"ug/l","0","","A","","",23,NA,100,"ug/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","arsenic","TOTAL",4.1,"ug/l","0","","A","","",0.39,NA,1,"ug/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","cadmium","TOTAL",0.26,"ug/l","J","","J","estimated value due to lab error","",0.064,NA,1,"ug/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","copper","TOTAL",14.9,"ug/l","0","","R","Precision error","",0.66,NA,1,"ug/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","lead","TOTAL",41.8,"ug/l","0","","A","","",0.067,NA,1,"ug/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","calcium","TOTAL",8580,"ug/l","0","","A","","",110,NA,1000,"ug/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","nickel","TOTAL",2.2,"ug/l","0","","A","","",0.26,NA,1,"ug/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","silver","TOTAL",0.057,"ug/l","J","","J","estimated value due to lab error","",0.039,NA,1,"ug/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","iron","TOTAL",2040,"ug/l","0","","A","","",13,NA,100,"ug/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","zinc","TOTAL",114,"ug/l","0","","A","","",2.5,NA,5,"ug/l","17-SWML-1.4_2018-09-12"
"17-SWML-1.4","2018-09-12","17-SWML-1.4-09122018-WS","field","WS","N","N","","magnesium","TOTAL",2200,"ug/l","0","","A","","",29,NA,1000,"ug/l","17-SWML-1.4_2018-09-12"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","alkalinity, total (as caco3)","TOTAL",323,"mg/l","0","","A","","",1.8,NA,2,"mg/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",0.037,"mg/l","0","","A","","",0.003,NA,0.01,"mg/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","chloride (as cl)","TOTAL",43.1,"mg/l","0","","A","","",0.5,NA,2,"mg/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","chlorophyll a","TOTAL",2.47,"ug/l","0","","A","","",NA,NA,0.17,"ug/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","hardness (as caco3)","TOTAL",400,"mg/l","0","","A","","",NA,NA,6.62,"mg/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","nitrogen, nitrate (as n)","TOTAL",1.6,"mg/l","0","","A","","",NA,NA,0.01,"mg/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",1.61,"mg/l","0","","R","Accuracy error","",0.0015,NA,0.002,"mg/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","nitrogen, nitrite","TOTAL",0.012,"mg/l","0","","A","","",0.007,NA,0.01,"mg/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","nitrogen","TOTAL",2.24,"mg/l","0","","A","","",NA,NA,0.1,"mg/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","nitrogen, kjeldahl, total","TOTAL",0.62,"mg/l","0","","A","","",0.1,NA,0.1,"mg/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","phosphorus, total (as p)","TOTAL",0.04,"mg/l","0","","A","","",0.0036,NA,0.005,"mg/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","turbidity","TOTAL",8.81,"ntu","0","","A","","",0.06,NA,0.1,"ntu","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","aluminum","TOTAL",79.3,"ug/l","N","","R","lab error","",2.3,NA,10,"ug/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","arsenic","TOTAL",0.62,"ug/l","J","","J","estimated value due to lab error","",0.32,NA,1,"ug/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","cadmium","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.38,0.38,1,"ug/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","copper","TOTAL",0.89,"ug/l","J","","J","estimated value due to lab error","",0.66,NA,1,"ug/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","lead","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.57,0.57,1,"ug/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","calcium","TOTAL",101000,"ug/l","0","","A","","",110,NA,1000,"ug/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","nickel","TOTAL",1.7,"ug/l","0","","A","","",0.26,NA,1,"ug/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","silver","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.15,0.15,1,"ug/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","iron","TOTAL",794,"ug/l","0","","A","","",13,NA,100,"ug/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","zinc","TOTAL",42,"ug/l","N","","R","lab error","",2.5,NA,5,"ug/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_N_T1-1.1","2019-07-23","04-BLAK_N_T1-1.1-07232019-W","field","WS","N","N","","magnesium","TOTAL",36200,"ug/l","0","","A","","",68,NA,1000,"ug/l","04-BLAK_N_T1-1.1_2019-07-23"
"04-BLAK_T16-0.8","2019-07-23","04-BLAK_T16-0.8-07232019-W","field","WS","N","N","","alkalinity, total (as caco3)","TOTAL",269,"mg/l","0","","A","","",1.8,NA,2,"mg/l","04-BLAK_T16-0.8_2019-07-23"
"04-BLAK_T16-0.8","2019-07-23","04-BLAK_T16-0.8-07232019-W","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",0.018,"mg/l","0","","A","","",0.003,NA,0.01,"mg/l","04-BLAK_T16-0.8_2019-07-23"
"04-BLAK_T16-0.8","2019-07-23","04-BLAK_T16-0.8-07232019-W","field","WS","N","N","","chloride (as cl)","TOTAL",26,"mg/l","0","","A","","",0.5,NA,2,"mg/l","04-BLAK_T16-0.8_2019-07-23"
"04-BLAK_T16-0.8","2019-07-23","04-BLAK_T16-0.8-07232019-W","field","WS","N","N","","chlorophyll a","TOTAL",6.11,"ug/l","0","","A","","",NA,NA,0.22,"ug/l","04-BLAK_T16-0.8_2019-07-23"
"04-BLAK_T16-0.8","2019-07-23","04-BLAK_T16-0.8-07232019-W","field","WS","N","N","","hardness (as caco3)","TOTAL",345,"mg/l","0","","A","","",NA,NA,6.62,"mg/l","04-BLAK_T16-0.8_2019-07-23"
"04-BLAK_T16-0.8","2019-07-23","04-BLAK_T16-0.8-07232019-W","field","WS","N","N","","nitrogen, nitrate (as n)","TOTAL",3.66,"mg/l","0","","A","","",NA,NA,0.01,"mg/l","04-BLAK_T16-0.8_2019-07-23"
"04-BLAK_T16-0.8","2019-07-23","04-BLAK_T16-0.8-07232019-W","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",3.69,"mg/l","0","","R","Accuracy error","",0.03,NA,0.04,"mg/l","04-BLAK_T16-0.8_2019-07-23"
"04-BLAK_T16-0.8","2019-07-23","04-BLAK_T16-0.8-07232019-W","field","WS","N","N","","nitrogen, nitrite","TOTAL",0.028,"mg/l","0","","A","","",0.007,NA,0.01,"mg/l","04-BLAK_T16-0.8_2019-07-23"
"04-BLAK_T16-0.8","2019-07-23","04-BLAK_T16-0.8-07232019-W","field","WS","N","N","","nitrogen","TOTAL",4.43,"mg/l","0","","A","","",NA,NA,0.1,"mg/l","04-BLAK_T16-0.8_2019-07-23"
"04-BLAK_T16-0.8","2019-07-23","04-BLAK_T16-0.8-07232019-W","field","WS","N","N","","nitrogen, kjeldahl, total","TOTAL",0.74,"mg/l","0","","A","","",0.1,NA,0.1,"mg/l","04-BLAK_T16-0.8_2019-07-23"
"04-BLAK_T16-0.8","2019-07-23","04-BLAK_T16-0.8-07232019-W","field","WS","N","N","","phosphorus, total (as p)","TOTAL",0.0522,"mg/l","0","","A","","",0.0036,NA,0.005,"mg/l","04-BLAK_T16-0.8_2019-07-23"
"04-BLAK_T16-0.8","2019-07-23","04-BLAK_T16-0.8-07232019-W","field","WS","N","N","","turbidity","TOTAL",13.3,"ntu","0","","A","","",0.06,NA,0.1,"ntu","04-BLAK_T16-0.8_2019-07-23"
