"site_id","sample_date","sys_sample_code","sample_source","sample_matrix_code","dec_sample_type_cde","lab_sample_type_cde","sample_type_code_combined","chemical_name","fraction","result_value","result_unit","lab_qualifiers","interpreted_qualifiers","validator_qualifiers","validator_qual_expln","validator_qualifiers_equis","method_detection_limit","reporting_detection_limit","quantitation_limit","detection_limit_unit","event_id"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",0.013,"mg/l","","","","","",8e-04,NA,0.005,"mg/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","chloride (as cl)","TOTAL",2.3,"mg/l","","","","","",0.2,NA,2,"mg/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","conductivity at 25 degrees celsius","TOTAL",57.8,"umhos/cm","","","","","",NA,NA,NA,"umhos/cm","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","hardness (as caco3)","TOTAL",17.6,"mg/l","","","","","",NA,NA,6.62,"mg/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","nitrogen, nitrate (as n)","TOTAL",0.861,"mg/l","","","","","",NA,NA,0.01,"mg/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",0.861,"mg/l","","","","","",7e-04,NA,0.002,"mg/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","nitrogen, nitrite","TOTAL",NA,"mg/l","U","U","","","",0.002,0.002,0.01,"mg/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","ph","TOTAL",7.14,"pH units","H","H","","","",NA,NA,NA,"pH units","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","phosphorus, total (as p)","TOTAL",0.0087,"mg/l","","","","","",0.002,NA,0.003,"mg/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","temperature of ph analysis","TOTAL",22.5,"deg c","H","H","","","",NA,NA,NA,"deg c","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","turbidity","TOTAL",1.86,"ntu","","","","","",0.06,NA,0.1,"ntu","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","aluminum","TOTAL",126,"ug/l","","","","","",2.7,NA,10,"ug/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","arsenic","TOTAL",NA,"ug/l","U","U","","","",0.389,0.389,1,"ug/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","cadmium","TOTAL",NA,"ug/l","U","U","","","",0.182,0.182,1,"ug/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","copper","TOTAL",NA,"ug/l","U","U","","","",0.652,0.652,1,"ug/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","lead","TOTAL",0.622,"ug/l","J","J","","","",0.405,NA,1,"ug/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","calcium","TOTAL",5210,"ug/l","","","","","",71.1,NA,1000,"ug/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","nickel","TOTAL",NA,"ug/l","U","U","","","",0.45,0.45,1,"ug/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","silver","TOTAL",NA,"ug/l","U","U","","","",0.131,0.131,1,"ug/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","zinc","TOTAL",3.3,"ug/l","J","J","","","",3,NA,5,"ug/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","iron","TOTAL",593,"ug/l","","","","","",55.4,NA,100,"ug/l","08-MURM-3.4_2017-09-13"
"08-MURM-3.4","2017-09-13","08MURM-3.4_0913207_WS","field","WS","N","N","","magnesium","TOTAL",1120,"ug/l","","","","","",110,NA,1000,"ug/l","08-MURM-3.4_2017-09-13"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","alkalinity, total (as caco3)","TOTAL",93.2,"mg/l","0","","A","","",1,NA,2,"mg/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",0.0172,"mg/l","0","","A","","",8e-04,NA,0.005,"mg/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","chloride (as cl)","TOTAL",18.2,"mg/l","0","","A","","",0.2,NA,2,"mg/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","hardness (as caco3)","TOTAL",107,"mg/l","0","","A","","",NA,NA,6.62,"mg/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","nitrogen, nitrate (as n)","TOTAL",0.566,"mg/l","0","","A","","",NA,NA,0.01,"mg/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",0.566,"mg/l","0","","A","","",7e-04,NA,0.002,"mg/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","nitrogen, nitrite","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",0.007,0.007,0.01,"mg/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","nitrogen","TOTAL",1.05,"mg/l","0","","A","","",NA,NA,0.1,"mg/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","nitrogen, kjeldahl, total","TOTAL",0.48,"mg/l","0","","A","","",0.08,NA,0.1,"mg/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","phosphorus, total (as p)","TOTAL",0.0335,"mg/l","0","","A","","",0.002,NA,0.005,"mg/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","turbidity","TOTAL",1.98,"ntu","0","","A","","",0.06,NA,0.1,"ntu","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","aluminum","TOTAL",70.9,"ug/l","0","","A","","",2.3,NA,10,"ug/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","arsenic","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.39,0.39,1,"ug/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","cadmium","TOTAL",0.12,"ug/l","J","","J","estimated value due to lab error","",0.064,NA,1,"ug/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","copper","TOTAL",0.71,"ug/l","J","","J","estimated value due to lab error","",0.66,NA,1,"ug/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","lead","TOTAL",0.93,"ug/l","J","","J","estimated value due to lab error","",0.067,NA,1,"ug/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","calcium","TOTAL",26300,"ug/l","0","","A","","",110,NA,1000,"ug/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","nickel","TOTAL",0.46,"ug/l","J","","J","estimated value due to lab error","",0.26,NA,1,"ug/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","silver","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.039,0.039,1,"ug/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","iron","TOTAL",203,"ug/l","0","","A","","",13,NA,100,"ug/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","zinc","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",2.5,2.5,5,"ug/l","10-TRAE-4.5_2018-07-17"
"10-TRAE-4.5","2018-07-17","10-TRAE-4.5-07172018-WS","field","WS","N","N","","magnesium","TOTAL",9990,"ug/l","0","","A","","",29,NA,1000,"ug/l","10-TRAE-4.5_2018-07-17"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","alkalinity, total (as caco3)","TOTAL",31.2,"mg/l","0","","A","","",1,NA,2,"mg/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",0.0114,"mg/l","0","","A","","",8e-04,NA,0.005,"mg/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","chloride (as cl)","TOTAL",22.4,"mg/l","0","","A","","",0.2,NA,2,"mg/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","hardness (as caco3)","TOTAL",38.9,"mg/l","0","","A","","",NA,NA,6.62,"mg/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","nitrogen, nitrate (as n)","TOTAL",0.054,"mg/l","0","","A","","",NA,NA,0.01,"mg/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",0.0541,"mg/l","0","","A","","",7e-04,NA,0.002,"mg/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","nitrogen, nitrite","TOTAL",NA,"mg/l","U","","R","Analyte was analyzed for but not detected ; Holding Time error","",0.007,0.007,0.01,"mg/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","nitrogen","TOTAL",0.43,"mg/l","0","","A","","",NA,NA,0.1,"mg/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","nitrogen, kjeldahl, total","TOTAL",0.38,"mg/l","0","","A","","",0.08,NA,0.1,"mg/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","phosphorus, total (as p)","TOTAL",0.0255,"mg/l","0","","A","","",0.002,NA,0.005,"mg/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","turbidity","TOTAL",10.3,"ntu","0","","R","Holding Time error","",0.06,NA,0.1,"ntu","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","aluminum","TOTAL",57.1,"ug/l","0","","A","","",2.3,NA,10,"ug/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","arsenic","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.39,0.39,1,"ug/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","cadmium","TOTAL",0.1,"ug/l","J","","J","estimated value due to lab error","",0.064,NA,1,"ug/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","copper","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.66,0.66,1,"ug/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","lead","TOTAL",1,"ug/l","0","","A","","",0.067,NA,1,"ug/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","calcium","TOTAL",10400,"ug/l","0","","A","","",110,NA,1000,"ug/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","nickel","TOTAL",0.37,"ug/l","J","","J","estimated value due to lab error","",0.26,NA,1,"ug/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","silver","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.039,0.039,1,"ug/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","iron","TOTAL",2990,"ug/l","0","","A","","",13,NA,100,"ug/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","zinc","TOTAL",3,"ug/l","J","","J","estimated value due to lab error","",2.5,NA,5,"ug/l","10-TWOB-3.6_2018-07-18"
"10-TWOB-3.6","2018-07-18","10-TWOB-3.6-07182018-WS","field","WS","N","N","","magnesium","TOTAL",3170,"ug/l","0","","A","","",29,NA,1000,"ug/l","10-TWOB-3.6_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","alkalinity, total (as caco3)","TOTAL",17.2,"mg/l","0","","A","","",1,NA,2,"mg/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",0.0135,"mg/l","0","","R","Precision error","",8e-04,NA,0.005,"mg/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","chloride (as cl)","TOTAL",2.1,"mg/l","0","","A","","",0.2,NA,2,"mg/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","hardness (as caco3)","TOTAL",21.8,"mg/l","0","","A","","",NA,NA,6.62,"mg/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","nitrogen, nitrate (as n)","TOTAL",0.052,"mg/l","0","","A","","",NA,NA,0.01,"mg/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",0.0518,"mg/l","0","","A","","",7e-04,NA,0.002,"mg/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","nitrogen, nitrite","TOTAL",NA,"mg/l","U","","R","Analyte was analyzed for but not detected ; Holding Time error","",0.007,0.007,0.01,"mg/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","nitrogen","TOTAL",0.46,"mg/l","0","","A","","",NA,NA,0.1,"mg/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","nitrogen, kjeldahl, total","TOTAL",0.41,"mg/l","0","","A","","",0.08,NA,0.1,"mg/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","phosphorus, total (as p)","TOTAL",0.0253,"mg/l","0","","A","","",0.002,NA,0.005,"mg/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","turbidity","TOTAL",3.07,"ntu","0","","R","Holding Time error","",0.06,NA,0.1,"ntu","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","aluminum","TOTAL",78.6,"ug/l","0","","R","Accuracy error","",2.3,NA,10,"ug/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","arsenic","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.39,0.39,1,"ug/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","cadmium","TOTAL",0.1,"ug/l","J","","J","estimated value due to lab error","",0.064,NA,1,"ug/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","copper","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.66,0.66,1,"ug/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","lead","TOTAL",1.1,"ug/l","0","","A","","",0.067,NA,1,"ug/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","calcium","TOTAL",5750,"ug/l","0","","A","","",110,NA,1000,"ug/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","nickel","TOTAL",0.34,"ug/l","J","","J","estimated value due to lab error","",0.26,NA,1,"ug/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","silver","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.039,0.039,1,"ug/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","iron","TOTAL",574,"ug/l","0","","A","","",13,NA,100,"ug/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","zinc","TOTAL",NA,"ug/l","U","","R","Analyte was analyzed for but not detected ; Precision error","",2.5,2.5,5,"ug/l","10-LSAR_T10-0.3_2018-07-18"
"10-LSAR_T10-0.3","2018-07-18","10-LSAR_T10-0.3-07182018-WS","field","WS","N","N","","magnesium","TOTAL",1810,"ug/l","0","","A","","",29,NA,1000,"ug/l","10-LSAR_T10-0.3_2018-07-18"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","alkalinity, total (as caco3)","TOTAL",159,"mg/l","0","","A","","",1,NA,2,"mg/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",0.0267,"mg/l","0","","R","Precision error","",8e-04,NA,0.005,"mg/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","chloride (as cl)","TOTAL",17.5,"mg/l","0","","A","","",0.2,NA,2,"mg/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","hardness (as caco3)","TOTAL",164,"mg/l","0","","A","","",NA,NA,6.62,"mg/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","nitrogen, nitrate (as n)","TOTAL",0.015,"mg/l","0","","A","","",NA,NA,0.01,"mg/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",0.0155,"mg/l","0","","A","","",7e-04,NA,0.002,"mg/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","nitrogen, nitrite","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",0.007,0.007,0.01,"mg/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","nitrogen","TOTAL",0.91,"mg/l","0","","A","","",NA,NA,0.1,"mg/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","nitrogen, kjeldahl, total","TOTAL",0.9,"mg/l","0","","A","","",0.08,NA,0.1,"mg/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","phosphorus, total (as p)","TOTAL",0.0517,"mg/l","0","","A","","",0.002,NA,0.005,"mg/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","turbidity","TOTAL",24.8,"ntu","0","","A","","",0.06,NA,0.1,"ntu","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","aluminum","TOTAL",1410,"ug/l","N","","R","lab error ; Accuracy error","",46,NA,200,"ug/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","arsenic","TOTAL",1.6,"ug/l","0","","A","","",0.39,NA,1,"ug/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","cadmium","TOTAL",0.11,"ug/l","J","","J","estimated value due to lab error","",0.064,NA,1,"ug/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","copper","TOTAL",2,"ug/l","0","","A","","",0.66,NA,1,"ug/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","lead","TOTAL",1.9,"ug/l","0","","A","","",0.067,NA,1,"ug/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","calcium","TOTAL",47100,"ug/l","0","","A","","",110,NA,1000,"ug/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","nickel","TOTAL",2.9,"ug/l","0","","A","","",0.26,NA,1,"ug/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","silver","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.039,0.039,1,"ug/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","iron","TOTAL",2270,"ug/l","0","","A","","",13,NA,100,"ug/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","zinc","TOTAL",11.4,"ug/l","0","","R","Precision error","",2.5,NA,5,"ug/l","10-CMIL-3.3_2018-07-19"
"10-CMIL-3.3","2018-07-19","10-CMIL-3.3-07192018-WS","field","WS","N","N","","magnesium","TOTAL",11300,"ug/l","0","","A","","",29,NA,1000,"ug/l","10-CMIL-3.3_2018-07-19"
"10-BISH-0.6","2018-07-19","10-BISH-0.6-07192018-WS","field","WS","N","N","","alkalinity, total (as caco3)","TOTAL",101,"mg/l","0","","A","","",1,NA,2,"mg/l","10-BISH-0.6_2018-07-19"
"10-BISH-0.6","2018-07-19","10-BISH-0.6-07192018-WS","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",0.0086,"mg/l","0","","R","Precision error","",8e-04,NA,0.005,"mg/l","10-BISH-0.6_2018-07-19"
"10-BISH-0.6","2018-07-19","10-BISH-0.6-07192018-WS","field","WS","N","N","","chloride (as cl)","TOTAL",12.2,"mg/l","0","","A","","",0.2,NA,2,"mg/l","10-BISH-0.6_2018-07-19"
"10-BISH-0.6","2018-07-19","10-BISH-0.6-07192018-WS","field","WS","N","N","","hardness (as caco3)","TOTAL",109,"mg/l","0","","A","","",NA,NA,6.62,"mg/l","10-BISH-0.6_2018-07-19"
"10-BISH-0.6","2018-07-19","10-BISH-0.6-07192018-WS","field","WS","N","N","","nitrogen, nitrate (as n)","TOTAL",0.061,"mg/l","0","","A","","",NA,NA,0.01,"mg/l","10-BISH-0.6_2018-07-19"
"10-BISH-0.6","2018-07-19","10-BISH-0.6-07192018-WS","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",0.0614,"mg/l","0","","A","","",7e-04,NA,0.002,"mg/l","10-BISH-0.6_2018-07-19"
"10-BISH-0.6","2018-07-19","10-BISH-0.6-07192018-WS","field","WS","N","N","","nitrogen, nitrite","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",0.007,0.007,0.01,"mg/l","10-BISH-0.6_2018-07-19"
"10-BISH-0.6","2018-07-19","10-BISH-0.6-07192018-WS","field","WS","N","N","","nitrogen","TOTAL",0.34,"mg/l","0","","A","","",NA,NA,0.1,"mg/l","10-BISH-0.6_2018-07-19"
"10-BISH-0.6","2018-07-19","10-BISH-0.6-07192018-WS","field","WS","N","N","","nitrogen, kjeldahl, total","TOTAL",0.28,"mg/l","0","","A","","",0.08,NA,0.1,"mg/l","10-BISH-0.6_2018-07-19"
