SAMPLE_EVENT_INFO_HISTORY_ID,EVENT_SMAS_ID,SITE_TYPE_DPRTMNT_INTRST_IND,SITE_TYPE_EXTRNL_SUGG_IND,SITE_TYPE_LNG_TRM_TRND_IND,SITE_TYPE_MLTPLT_IND,SITE_TYPE_PROBABILISTIC_IND,SITE_TYPE_RAS_IND,SITE_TYPE_REFERENCE_IND,SITE_TYPE_RMN_IND,SITE_TYPE_SPCL_STDY_IND,SITE_TYPE_UNASSD_PWL_IND,EVENT_BASELINE,EVENT_EXTENT,DISCH_COLLECT_IND,TOTAL_DISCH,SEI_BIOSAMPLE_COLLECT_IND,SEIH_BIOSAMPLE_COLLECT_IND,SEIH_BIOSAMPLE_TYPE,SEIH_WATER_CHEM_COLLECT_IND,SEIH_CHEM_QAQC_IND,SEIH_CHEM_QAQC_TYPE,SEIH_CHEM_SAMP_LOC,SEIH_CHEM_SAMP_EQUP,SEIH_MICROTOX_IND,SEIH_ORG_FOR_TOXICS_IND,SEIH_DEPTH,SEIH_DEPTH_QLFR,SEIH_WIDTH,SEIH_WIDTH_QLFR,SEIH_SPEED_OF_STREAM_CURRENT,SEIH_SPD_OF_STRM_CURRENT_QLFR,SEIH_SECCHI,SEIH_SECCHI_QLFR,SEIH_ALGAE_DIATOMS_PRESENT,SEIH_THICKNESS_DIATOMS_PRESENT,SEIH_ALGAE_SUSPENDED_IND,SEIH_ALGAE_FILAMENTOUS_IND,MFDH_MACROPHYTES,SEIH_CANOPY,SEIH_EMBEDDEDNESS,SEIH_EMBEDDEDNESS_QLFR,SEIH_ROCK,SEIH_RUBBLE,SEIH_GRAVEL,SEIH_SAND,SEIH_SILT,SEIH_CLAY,SEIH_LAND_USE,SEIH_YSI_METER_ID,SEIH_TEMPERATURE,SEIH_CONDUCTANCE,SEIH_DISSOLVED_OXYGEN,SEIH_PH,SEIH_PCT_SATURATION,SEIH_SALINITY,SEIH_Chl_ugL,SEIH_Chl_RFU,SEIH_PC_ugL,SEIH_PC_RFU,SEIH_GENERAL_COMMENT,CHEM_RESULT_RCVD_IND,CHEM_RESULT_RCVD_NOTE,CREATE_DATE,END_DATE,UPDATE_DATE,UPDATED_BY_GUID
112,14-EDEL-0.8_19810609,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.9,,,,20,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,23,90,9.6,,,,,,,,,,,,,,
113,14-WDEL-1.3_19810609,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.8,,,,15,,0.8,,0,,FALSE,TRUE,,,,,,,,,,,,,20.5,90,9.4,,,,,,,,,,,,,,
114,14-WDEL-9.5_19810609,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.6,,,,16,,,,,,FALSE,FALSE,0,,,,,,,,,,,,19.5,65,10,,,,,,,,,,,,,,
115,14-WDEL-16.2_19810609,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.6,,100,,5,,0.7,,,,FALSE,FALSE,,,,,,,,,,,,,12,50,9.4,,,,,,,,,,,,,,
116,14-DELA-1.8_19810610,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.8,,,,25,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,21,60,9.2,,,,,,,,,,,,,,
117,14-DELA-3.2_19810610,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.5,,,,27,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,21,65,9,,,,,,,,,,,,,,
118,14-DELA-11.6_19810610,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.8,,,,30,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,20,60,8.8,,,,,,,,,,,,,,
119,14-DELA-24.2_19810610,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2,,,,30,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,21.5,60,9.6,,,,,,,,,,,,,,
120,14-DELA-24.3_19810610,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.6,,100,,20,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,18,55,10.4,,,,,,,,,,,,,,
121,14-DELA-31.2_19810610,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2,,,,20,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,20,65,7.8,,,,,,,,,,,,,,
122,14-DELA-36.5_19810610,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.1,,,,20,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,19,65,8.3,,,,,,,,,,,,,,
123,03-WCAN-66.1_19810622,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.8,,,,,,0.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,400,8.4,,,,,,,,,,,,,,
124,03-WCAN-73.0_19810622,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.4,,,,,,0.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,470,5.6,,,,,,,,,,,,,,
125,02-ALGY-37.4_19810623,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.7,,,,60,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,18,145,,,,,,,,,,,,,,,
126,01-WCAN-5.1_19810623,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.5,,,,5,,,,0,,FALSE,FALSE,1,,,,,,,,,,,,20,420,8.7,,,,,,,,,,,,,,
127,01-WCAN-10.4_19810623,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.6,,,,4,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,380,10.5,,,,,,,,,,,,,,
128,03-WCAN-13.0_19810623,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3.8,,,,17,,0.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,21.5,460,8.5,,,,,,,,,,,,,,
129,03-WCAN-20.0_19810623,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.8,,,,20,,0.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,21,380,9,,,,,,,,,,,,,,
130,03-WCAN-25.6_19810623,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.8,,,,25,,0.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,21,380,10.4,,,,,,,,,,,,,,
131,03-WCAN-32.4_19810623,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2,,,,14,,0.5,,0,,FALSE,FALSE,0,,,,,,,,,,,,20,420,9.5,,,,,,,,,,,,,,
132,03-WCAN-40.4_19810623,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.8,,,,13,,0.5,,0,,FALSE,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,03-WCAN-47.1_19810623,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.5,,,,,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,470,8.8,,,,,,,,,,,,,,
134,03-WCAN-51.8_19810623,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3,,,,,,0.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,470,7,,,,,,,,,,,,,,
135,03-WCAN-58.4_19810623,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.5,,,,,,0.3,,0,,FALSE,FALSE,0,,,,,,,,,,,,22.5,650,7,,,,,,,,,,,,,,
136,02-ALGY-42.0_19810624,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2,,,,20,,1,,0,,FALSE,FALSE,0,,,,,,,,,,,,18,200,10.2,,,,,,,,,,,,,,
137,02-ALGY-44.5_19810624,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.2,,,,60,,1.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,19,105,8.4,,,,,,,,,,,,,,
138,02-ALGY-49.5_19810624,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.8,,,,30,,0.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,20,100,8.2,,,,,,,,,,,,,,
139,02-OLEA-1.0_19810624,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.2,,,,35,,0.5,,0,,FALSE,FALSE,,,,,,,,,,,,,18,210,9,,,,,,,,,,,,,,
140,02-ALGY-9.4_19810625,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.2,,,,40,,0.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,19,175,7.8,,,,,,,,,,,,,,
141,02-ALGY-21.1_19810625,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.2,,,,40,,0.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,19,170,7.6,,,,,,,,,,,,,,
142,02-ALGY-28.6_19810625,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.5,,,,25,,1,,0,,FALSE,FALSE,0,,,,,,,,,,,,19,150,7.8,,,,,,,,,,,,,,
143,02-ALGY-33.1_19810625,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.6,,,,25,,1,,0,,FALSE,FALSE,0,,,,,,,,,,,,19,140,8,,,,,,,,,,,,,,
144,02-TUNG-7.1_19810625,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1,,,,30,,,bottom,,,FALSE,FALSE,0,,,,,,,,,,,,20,380,6.6,,,,,,,,,,,,,,
145,14-DELA-45.2_19810714,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.1,,,,18,,,,0,,FALSE,FALSE,0,,,,20,60,,20,,,,,26,,9.2,,,,,,,,,,,,,,
146,14-DELA-50.4_19810714,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1,,,,30,,1.1,,0,,FALSE,FALSE,,,,,,80,,20,,,,,,,9.2,,,,,,,,,,,,,,
147,14-DELA-59.2_19810714,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1,,,,30,,1.1,,0,,FALSE,FALSE,0,,,,,80,,20,,,,,26,,9,,,,,,,,,,,,,,
148,14-DELA-70.1_19810714,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.8,,,,30,,,,0,,FALSE,FALSE,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,
149,14-EDEL-0.8_19810714,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.2,,,,10,,1.3,,0,,FALSE,FALSE,0,,,,,80,,20,,,,,24,90,8.4,,,,,,,,,,,,,,
150,14-WDEL-1.3_19810714,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.8,,,,30,,,bottom,0,,FALSE,FALSE,,,,,40,40,,20,,,,,19,70,10.4,,,,,,,,,,,,,,
151,14-WDEL-9.5_19810714,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1,,,,40,,,bottom,0,,FALSE,TRUE,,,,,40,40,,20,,,,,15,55,12.4,,,,,,,,,,,,,,
152,14-WDEL-16.2_19810714,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,27,,,bottom,0,,FALSE,FALSE,0,,,,,80,,20,,,,,7.5,45,8.8,,,,,,,,,,,,,,
153,14-DELA-1.8_19810715,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,,,1.3,,0,,FALSE,TRUE,0,,,,,,,,,,,,26,70,8.8,,,,,,,,,,,,,,
154,14-DELA-3.2_19810715,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.4,,,,26,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,27,75,9.2,,,,,,,,,,,,,,
155,14-DELA-11.6_19810715,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.8,,,,30,,2.1,,0,,FALSE,FALSE,0,,,,,90,,10,,,,,23.5,65,8.8,,,,,,,,,,,,,,
156,14-DELA-24.2_19810715,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.2,,,,25,,2.1,,0,,FALSE,FALSE,0,,,,,80,,20,,,,,23,65,9,,,,,,,,,,,,,,
157,14-DELA-24.3_19810715,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.5,,,,9,,,,0,,FALSE,FALSE,0,,,,,60,,40,,,,,20,60,9,,,,,,,,,,,,,,
158,14-DELA-31.2_19810715,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2,,,,17,,2.1,,0,,FALSE,FALSE,,,,,,90,,10,,,,,22,66,7.4,,,,,,,,,,,,,,
159,14-DELA-36.5_19810715,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2,,,,18,,2.1,,0,,FALSE,FALSE,,,,,,80,,10,10,,,,22,60,7.4,,,,,,,,,,,,,,
160,03-WCAN-47.1_19810727,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2,,,,,,0.6,,0,,FALSE,FALSE,0,,,,,50,,,50,,,,25,410,,,,,,,,,,,,,,,
161,03-WCAN-51.8_19810727,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,4,,,,22,,0.6,,0,,FALSE,FALSE,0,,,,,60,,,40,,,,25,340,,,,,,,,,,,,,,,
162,03-WCAN-58.4_19810727,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.8,,,,13,,0.6,,0,,FALSE,TRUE,0,,,,,60,,,40,,,,24,340,,,,,,,,,,,,,,,
163,03-WCAN-66.1_19810727,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3,,,,5,,0.5,,0,,FALSE,FALSE,0,,,,,,,,90,,,,24,350,,,,,,,,,,,,,,,
164,03-WCAN-73.0_19810727,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.1,,,,9,,0.5,,0,,FALSE,FALSE,0,,,,,,,,90,,,,24,370,,,,,,,,,,,,,,,
165,01-WCAN-5.1_19810728,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.8,,,,10,,0.6,,0,,FALSE,TRUE,1,,,,,,,,,80,,,23,280,,,,,,,,,,,,,,,
166,01-WCAN-10.4_19810728,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.4,,,,14,,0.5,,0,,FALSE,FALSE,1,,,,,,,,90,,,,23,350,,,,,,,,,,,,,,,
167,03-WCAN-20.0_19810728,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.5,,,,10,,0.4,,0,,FALSE,FALSE,0,,,,,,,,95,,,,22,450,,,,,,,,,,,,,,,
168,03-WCAN-25.6_19810728,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3,,,,,,0.5,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,480,,,,,,,,,,,,,,,
169,03-WCAN-32.4_19810728,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,4.2,,,,,,0.5,,0,,FALSE,FALSE,0,,,,20,50,,,30,,,,23,470,,,,,,,,,,,,,,,
170,03-WCAN-40.4_19810728,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.4,,,,,,0.5,,0,,FALSE,FALSE,0,,,,,40,,40,20,,,,23,600,,,,,,,,,,,,,,,
171,02-ALGY-33.1_19810729,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.3,,,,70,,0.1,,0,,FALSE,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,02-ALGY-37.4_19810729,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.2,,,,70,,0.1,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,,,,,,,,,,,,,,,,
173,02-ALGY-42.0_19810729,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.4,,,,37,,0.1,,0,,FALSE,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,02-ALGY-44.5_19810729,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.5,,,,77,,0.1,,0,,FALSE,FALSE,0,,,,,,,,,,,,18,160,,,,,,,,,,,,,,,
175,02-ALGY-49.5_19810729,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2,,,,40,,0.1,,0,,FALSE,FALSE,0,,,,,,,,,,,,18,150,,,,,,,,,,,,,,,
176,02-OLEA-1.0_19810729,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.5,,,,50,,0.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,18.5,,,,,,,,,,,,,,,,
177,02-ALGY-9.4_19810730,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.3,,,,60,,0.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,19,150,,,,,,,,,,,,,,,
178,02-ALGY-21.1_19810730,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.4,,,,50,,0.1,,0,,FALSE,FALSE,0,,,,,,,,,,,,18,150,,,,,,,,,,,,,,,
179,02-ALGY-28.6_19810730,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.6,,,,50,,0.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,18,150,,,,,,,,,,,,,,,
180,02-TUNG-7.1_19810730,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.4,,,,10,,0.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,18,300,,,,,,,,,,,,,,,
181,14-DELA-45.2_19810818,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1,,,,25,,,,0,,FALSE,TRUE,0,,,,20,70,,10,,,,,21,70,10.4,7.8,,,,,,,,,,,,,
182,14-DELA-50.4_19810818,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1,,,,30,,,,0,,FALSE,FALSE,0,,,,50,50,,,,,,,21.5,65,10.6,8.2,,,,,,,,,,,,,
183,14-DELA-59.2_19810818,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.2,,,,70,,,,0,,FALSE,FALSE,0,,,,20,70,,10,,,,,22,65,10.2,7.9,,,,,,,,,,,,,
184,14-DELA-70.1_19810818,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.1,,,,50,,,,0,,FALSE,FALSE,,,,,30,60,,10,,,,,18.5,55,11.2,7.9,,,,,,,,,,,,,
185,14-EDEL-0.8_19810818,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1,,,,30,,,,0,,FALSE,FALSE,0,,,,,80,,20,,,,,25,65,8.4,7.9,,,,,,,,,,,,,
186,14-WDEL-1.3_19810818,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1,,,,50,,,,0,,FALSE,FALSE,,,,,,,,,,,,,14,55,11,7.8,,,,,,,,,,,,,
187,14-WDEL-9.5_19810818,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.3,,,,70,,1.2,,0,,FALSE,FALSE,,,,,,,,,,,,,10,50,11,7.8,,,,,,,,,,,,,
188,14-WDEL-16.2_19810818,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.1,,,,1,,,,,,FALSE,FALSE,0,,,,,,,,,,,,9,50,8,7.8,,,,,,,,,,,,,
189,14-DELA-1.8_19810819,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.4,,,,25,,,,,,FALSE,FALSE,0,,,,40,40,,20,,,,,22,70,9.6,7.6,,,,,,,,,,,,,
190,14-DELA-3.2_19810819,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.4,,,,25,,,,,,FALSE,FALSE,,,,,,70,,30,,,,,23,70,8.8,7.8,,,,,,,,,,,,,
191,14-DELA-11.6_19810819,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.2,,,,30,,,,0,,FALSE,FALSE,,,,,20,70,,10,,,,,22,65,11.8,8.5,,,,,,,,,,,,,
192,14-DELA-24.2_19810819,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1,,,,40,,,,0,,FALSE,FALSE,,,,,20,70,,10,,,,,22,70,,7.8,,,,,,,,,,,,,
193,14-DELA-24.3_19810819,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.6,,,,25,,,,,,FALSE,FALSE,0,,,,,,,,,,,,20,60,9.4,7.9,,,,,,,,,,,,,
194,14-DELA-31.2_19810819,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1,,,,0.5,,3,,0,,FALSE,FALSE,,,,,20,70,,10,,,,,20,65,9.2,7.8,,,,,,,,,,,,,
195,14-DELA-36.5_19810819,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.8,,,,40,,1.9,,0,,FALSE,FALSE,,,,,30,60,,10,,,,,18,60,9.2,7.8,,,,,,,,,,,,,
196,03-WCAN-58.4_19810831,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3.2,,,,5.2,,0.5,,0,,FALSE,FALSE,0,,,,,,,,,,,,25,320,7.8,7.4,,,,,,,,,,,,,
197,03-WCAN-66.1_19810831,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3.4,,,,20,,0.5,,0,,FALSE,FALSE,0,,,,,,,,,,,,24,350,7.4,7.7,,,,,,,,,,,,,
198,03-WCAN-73.0_19810831,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.6,,,,20,,0.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,24,,6.4,7.7,,,,,,,,,,,,,
199,01-WCAN-5.1_19810901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2,,,,14,,1,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,320,8.2,7.8,,,,,,,,,,,,,
200,01-WCAN-10.4_19810901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.6,,,,20,,0.5,,0,,FALSE,FALSE,1,,,,,,,,,,,,24,410,7.2,7.7,,,,,,,,,,,,,
201,03-WCAN-13.0_19810901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,4.5,,,,22,,0.5,,0,,FALSE,FALSE,0,,,,,,,,,,,,24,350,6.6,7.8,,,,,,,,,,,,,
202,03-WCAN-20.0_19810901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.6,,,,14,,0.5,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,390,7.4,7.8,,,,,,,,,,,,,
203,03-WCAN-25.6_19810901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3.2,,,,24,,0.5,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,330,7.4,7.8,,,,,,,,,,,,,
204,03-WCAN-32.4_19810901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.6,,,,20,,0.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,370,7,7.8,,,,,,,,,,,,,
205,03-WCAN-40.4_19810901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3,,,,15,,0.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,370,7.2,7.8,,,,,,,,,,,,,
206,03-WCAN-47.1_19810901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.8,,,,15,,0.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,370,6.8,7.8,,,,,,,,,,,,,
207,03-WCAN-51.8_19810901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3.2,,,,8,,0.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,,370,7.6,7.4,,,,,,,,,,,,,
208,02-ALGY-37.4_19810902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,,,40,,0.4,,0,,FALSE,FALSE,0,,,,,80,,,20,,,,23,220,7.8,7.5,,,,,,,,,,,,,
209,02-ALGY-42.0_19810902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1.4,,,,11,,0.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,150,8.4,7.8,,,,,,,,,,,,,
210,02-ALGY-44.5_19810902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,,,29,,,bottom,0,,FALSE,FALSE,0,,,,,,,,,,,,22,150,7.6,7.3,,,,,,,,,,,,,
211,02-ALGY-49.5_19810902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1.2,,,,8,,0.7,,0,,FALSE,FALSE,,,,,75,,,,25,,,,21,150,7.4,7.8,,,,,,,,,,,,,
212,02-OLEA-1.0_19810902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1,,,,16,,0.7,,0,,FALSE,FALSE,0,,,,,75,,25,,,,,22,290,7.8,7.9,,,,,,,,,,,,,
213,02-ALGY-9.4_19810903,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.8,,,,33,,0.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,20,310,,7.3,,,,,,,,,,,,,
214,02-ALGY-21.1_19810903,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1,,,,25,,0.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,20,345,6.4,7.4,,,,,,,,,,,,,
215,02-ALGY-28.6_19810903,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1.2,,,,10,,0.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,250,6.2,7.5,,,,,,,,,,,,,
216,02-ALGY-33.1_19810903,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1.5,,,,22,,0.7,,0,,FALSE,FALSE,0,,,,,,,,,,,,21,260,6.4,7.3,,,,,,,,,,,,,
217,02-TUNG-7.1_19810903,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1.2,,,,15,,0.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,21,600,4.6,7.1,,,,,,,,,,,,,
218,14-DELA-50.4_19810922,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1,,,,28,,1,,0,,FALSE,TRUE,,,,,,,,,,,,,16,65,10.2,7.8,,,,,,,,,,,,,
219,14-DELA-59.2_19810922,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.2,,,,45,,,bottom,0,,FALSE,TRUE,,,,,,,,,,,,,16,70,10.2,7.8,,,,,,,,,,,,,
220,14-DELA-70.1_19810922,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1,,,,30,,1,,0,,FALSE,TRUE,0,,,,,,,,,,,,14.5,70,10,7.8,,,,,,,,,,,,,
221,14-EDEL-0.8_19810922,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.1,,,,28,,1.1,,0,,FALSE,FALSE,0,,,,,,,,,,,,15,70,9.4,7.8,,,,,,,,,,,,,
222,14-WDEL-1.3_19810922,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.8,,,,30,,0.8,,0,,FALSE,FALSE,,,,,,,,,,,,,14.5,70,10.2,7.8,,,,,,,,,,,,,
