"site_id","condition_class","PC1"
"13-RHIN-4.3","2",-0.117593530854667
"13-RIOG-0.7","2",-0.698187303581621
"13-SPRO-9.2","2",-0.0852433024718315
"13-WALK-35.6","2",0.327742529559359
"13-WALK_T25-1.5","3",-0.916230402247392
"13-WBLKK-8.9","2",1.12007205963259
"13-WKLEI-0.6","2",0.444366015770006
"14-HURL-2.8","1",1.41213670398941
"14-TENR-3.7","1",1.92902201867087
"14-WLAK-5.8","1",1.84908392444626
"15-HACK-3.3","2",-0.113391071861769
"15-MAWA-3.7","1",1.34208342920738
"15-RAMA-13.7","2",-0.0457055108741748
"16-AMEN_T2-1.1","2",-0.660005218670006
"16-BOGH-0.3","1",2.0900102412082
"16-SWEL-0.1","2",0.297488879927691
"16-SWMP-6.8","2",0.561929296224313
"16-WEBA-23.3","1",1.45721881309748
"16-WEBA_T4-1.3","2",0.560064619672503
"17-BRWN-0.9","2",-0.194785116002566
"17-BVDC-0.4","2",0.363400057716441
"17-CARM-12.9","2",0.938119482875217
"17-CARM-9.0","2",0.298161187511464
"17-EMED-0.4","3",-1.90340458580391
"17-GREN-0.8","2",-0.591876528121212
"17-MASS-1.2","2",-0.537456457019018
"17-MBUR-2.1","3",-1.10748781000912
"17-MIAN-14.2","2",1.11108957430066
"17-MUDL-1.4","2",0.00297223388287382
"17-NISS-4.7","2",-0.649173853980649
"17-NISS_E-2.6","2",-0.807951624999743
"17-OROW-0.6","3",-0.993782340624928
"17-PECN-12.4","1",1.30315155175777
"17-PECN-8.9","1",1.91404002430992
"17-PENA-1.4","3",-1.55210409011768
"17-SAMP-2.1","2",-0.831699697999592
"17-SANT-1.7","3",-1.20733035753828
"17-SWML-1.4","3",-0.944343822743797
"17-TERR-0.2","2",0.905600029446239
