"","metric","disturbance","barbour","de_thresh","de","bde_thresh","bde"
"1","shannon_ttaxa_cote","decrease",3,2.21347854045033,84.6153846153846,1.85809754347505,88.4615384615385
"2","shannon_ttaxa_pote","decrease",3,1.86577396860037,92.3076923076923,1.56516892299423,88.4615384615385
"3","shannon_ttaxa_potec","decrease",3,2.21347854045033,84.6153846153846,1.85809754347505,88.4615384615385
"4","shannon_ttaxa_toe","decrease",3,1.86577396860037,92.3076923076923,1.56516892299423,88.4615384615385
"5","shannon_ttaxa_cte","decrease",3,2.00970413700348,84.6153846153846,1.64809998653902,84.6153846153846
"6","shannon_ttaxa_ept","decrease",3,1.4513987060507,88.4615384615385,1.35030810898455,82.6923076923077
"7","shannon_ttaxa_et","decrease",3,1.4513987060507,88.4615384615385,1.35030810898455,82.6923076923077
"8","rich_ttaxa_coleoptera","decrease",3,2,73.0769230769231,1.5,82.6923076923077
"9","dom_4_ttaxa","increase",3,64.7058823529412,80.7692307692308,68.3248155124138,80.7692307692308
"10","menhinick_ttaxa","decrease",3,2.24533313954336,84.6153846153846,1.89338770532433,80.7692307692308
"11","pct_rich_ttaxa_coe","decrease",3,18.3982683982684,80.7692307692308,16.7410256410256,80.7692307692308
"12","pct_rich_ttaxa_insecta","decrease",3,74.4642857142857,84.6153846153846,73.4278002699055,80.7692307692308
"13","pct_rich_ttaxa_non_insecta","increase",3,25.5357142857143,84.6153846153846,26.5721997300945,80.7692307692308
"14","rich_ttaxa_cote","decrease",3,8,84.6153846153846,6.6,80.7692307692308
"15","rich_ttaxa_potec","decrease",3,8,84.6153846153846,6.6,80.7692307692308
"16","shannon_ttaxa","decrease",3,3.33329633616528,80.7692307692308,3.2703813796363,80.7692307692308
"17","shannon_ttaxa_coe","decrease",3,1.96779677696629,84.6153846153846,1.84318238660763,80.7692307692308
"18","shannon_ttaxa_cot","decrease",3,1.91474512953732,80.7692307692308,1.82850054261401,80.7692307692308
"19","dom_5_ttaxa","increase",3,69.0472430998547,80.7692307692308,71.3266416580846,78.8461538461539
"20","rich_ttaxa","decrease",3,33,84.6153846153846,30.42,78.8461538461539
"21","rich_ttaxa_cte","decrease",3,7,84.6153846153846,5.58,78.8461538461539
"22","rich_ttaxa_insecta","decrease",3,22.75,80.7692307692308,21.84,78.8461538461539
"23","margalef_ttaxa","decrease",3,13.7073814792397,84.6153846153846,11.7403447993433,76.9230769230769
"24","rich_family","decrease",3,16.25,80.7692307692308,15.62,76.9230769230769
"25","rich_ttaxa_tol_0to7","decrease",3,22.5,80.7692307692308,20.24,76.9230769230769
"26","shannon_ttaxa_insecta","decrease",3,3.44464247166302,76.9230769230769,3.40052819998568,76.9230769230769
"27","simpson_ttaxa_cote","increase",3,0.268700261710196,76.9230769230769,0.289019823466577,76.9230769230769
"28","simpson_ttaxa_pote","increase",3,0.341046326695491,76.9230769230769,0.357661881155397,76.9230769230769
"29","simpson_ttaxa_potec","increase",3,0.268700261710196,76.9230769230769,0.289019823466577,76.9230769230769
"30","simpson_ttaxa_toe","increase",3,0.341046326695491,76.9230769230769,0.357661881155397,76.9230769230769
"31","pct_rich_ttaxa_bivalvia","increase",2,3.43614718614719,73.0769230769231,3.23333333333333,73.0769230769231
"32","pct_rich_ttaxa_coleoptera","decrease",3,6.78571428571429,73.0769230769231,6.86230605094702,73.0769230769231
"33","pct_rich_ttaxa_cote","decrease",2,21.7532467532467,69.2307692307692,22.1239777943845,73.0769230769231
"34","pct_rich_ttaxa_pisidiidae","increase",2,3.43614718614719,73.0769230769231,3.23333333333333,73.0769230769231
"35","pct_rich_ttaxa_potec","decrease",2,21.7532467532467,69.2307692307692,22.1239777943845,73.0769230769231
"36","pct_rich_ttaxa_veneroida","increase",2,3.43614718614719,73.0769230769231,3.23333333333333,73.0769230769231
"37","shannon_ttaxa_facultative","decrease",2,2.99225405507093,73.0769230769231,2.98304812459243,73.0769230769231
"38","pct_gatherer","increase",2,58.3638602917956,69.2307692307692,56.964371692445,69.2307692307692
"39","pct_rich_ttaxa_cte","decrease",2,18.3982683982684,65.3846153846154,19.6669470142977,69.2307692307692
